Valores simples de edad	Sexo	Periodo	Total
0 años	Mujeres	1 de enero de 2015	206.334,994631
0 años	Mujeres	1 de julio de 2014	203.675,894209
0 años	Mujeres	1 de enero de 2014	206.304,697734
0 años	Mujeres	1 de julio de 2013	210.278,592792
0 años	Mujeres	1 de enero de 2013	219.646,092995
0 años	Mujeres	1 de julio de 2012	223.817,187731
0 años	Mujeres	1 de enero de 2012	230.573,815605
0 años	Mujeres	1 de julio de 2011	229.737,71713
0 años	Mujeres	1 de enero de 2011	234.435,891865
0 años	Mujeres	1 de julio de 2010	232.001,090477
0 años	Mujeres	1 de enero de 2010	238.602,931545
0 años	Mujeres	1 de julio de 2009	242.849,756439
0 años	Mujeres	1 de enero de 2009	251.304,107604
0 años	Mujeres	1 de julio de 2008	243.315,806518
0 años	Mujeres	1 de enero de 2008	239.328,467579
0 años	Mujeres	1 de julio de 2007	233.246,167596
0 años	Mujeres	1 de enero de 2007	234.148,663899
0 años	Mujeres	1 de julio de 2006	228.703,849261
0 años	Mujeres	1 de enero de 2006	226.588,883612
0 años	Mujeres	1 de julio de 2005	221.160,708029
0 años	Mujeres	1 de enero de 2005	220.122,973788
0 años	Mujeres	1 de julio de 2004	214.457,944455
0 años	Mujeres	1 de enero de 2004	214.972,190662
0 años	Mujeres	1 de julio de 2003	207.686,868569
0 años	Mujeres	1 de enero de 2003	203.285,92209
0 años	Mujeres	1 de julio de 2002	199.456,629125
0 años	Mujeres	1 de enero de 2002	201.046,762445
0 años	Mujeres	1 de julio de 2001	194.066,118195
0 años	Mujeres	1 de enero de 2001	191.695,090908
0 años	Mujeres	1 de julio de 2000	186.652,25135
0 años	Mujeres	1 de enero de 2000	184.523,941181
0 años	Mujeres	1 de julio de 1999	178.337,492343
0 años	Mujeres	1 de enero de 1999	176.621,695652
0 años	Mujeres	1 de julio de 1998	176.014,658185
0 años	Mujeres	1 de enero de 1998	178.247,413793
0 años	Mujeres	1 de julio de 1997	177.113,949768
0 años	Mujeres	1 de enero de 1997	175.386,657142
0 años	Mujeres	1 de julio de 1996	175.055,950535
0 años	Mujeres	1 de enero de 1996	175.964,829265
0 años	Mujeres	1 de julio de 1995	176.368,116773
0 años	Mujeres	1 de enero de 1995	178.514,936171
0 años	Mujeres	1 de julio de 1994	182.963,505833
0 años	Mujeres	1 de enero de 1994	185.913,716981
0 años	Mujeres	1 de julio de 1993	189.081,33308
0 años	Mujeres	1 de enero de 1993	191.685,966102
0 años	Mujeres	1 de julio de 1992	188.928,670551
0 años	Mujeres	1 de enero de 1992	188.997,859375
0 años	Mujeres	1 de julio de 1991	187.646,671875
0 años	Mujeres	1 de enero de 1991	189.824,42857
0 años	Mujeres	1 de julio de 1990	190.468,868141
0 años	Mujeres	1 de enero de 1990	194.442,538461
0 años	Mujeres	1 de julio de 1989	194.850,321869
0 años	Mujeres	1 de enero de 1989	198.408,736842
0 años	Mujeres	1 de julio de 1988	199.729,648417
0 años	Mujeres	1 de enero de 1988	203.249,04
0 años	Mujeres	1 de julio de 1987	206.203,713563
0 años	Mujeres	1 de enero de 1987	209.293,258064
0 años	Mujeres	1 de julio de 1986	211.982,588503
0 años	Mujeres	1 de enero de 1986	218.134,945942
0 años	Mujeres	1 de julio de 1985	223.230,461356
0 años	Mujeres	1 de enero de 1985	226.120,651167
0 años	Mujeres	1 de julio de 1984	229.544,64192
0 años	Mujeres	1 de enero de 1984	232.178,755099
0 años	Mujeres	1 de julio de 1983	239.257,441203
0 años	Mujeres	1 de enero de 1983	245.599,418181
0 años	Mujeres	1 de julio de 1982	255.345,455669
0 años	Mujeres	1 de enero de 1982	264.264,790799
0 años	Mujeres	1 de julio de 1981	278.386,126485
0 años	Mujeres	1 de enero de 1981	276.735,387751
0 años	Mujeres	1 de julio de 1980	283.376,967219
0 años	Mujeres	1 de enero de 1980	287.099,2439
0 años	Mujeres	1 de julio de 1979	297.663,168189
0 años	Mujeres	1 de enero de 1979	302.118,44034
0 años	Mujeres	1 de julio de 1978	311.035,318628
0 años	Mujeres	1 de enero de 1978	312.176,39379
0 años	Mujeres	1 de julio de 1977	318.746,117746
0 años	Mujeres	1 de enero de 1977	322.957,449793
0 años	Mujeres	1 de julio de 1976	321.076,049395
0 años	Mujeres	1 de enero de 1976	319.069,609279
0 años	Mujeres	1 de julio de 1975	324.034,869352
0 años	Mujeres	1 de enero de 1975	330.729,724314
0 años	Mujeres	1 de julio de 1974	322.594,326003
0 años	Mujeres	1 de enero de 1974	323.710,626654
0 años	Mujeres	1 de julio de 1973	324.191,379256
0 años	Mujeres	1 de enero de 1973	323.718,676791
0 años	Mujeres	1 de julio de 1972	322.447,927215
0 años	Mujeres	1 de enero de 1972	322.517,194765
0 años	Mujeres	1 de julio de 1971	316.730,164065
0 años	Mujeres	1 de enero de 1971	314.739,65
1 año	Ambos sexos	1 de julio de 2022	345.348
1 año	Ambos sexos	1 de enero de 2022	345.218
1 año	Ambos sexos	1 de julio de 2021	353.597,5
1 año	Ambos sexos	1 de enero de 2021	363.342
1 año	Ambos sexos	1 de julio de 2020	371.129,5
1 año	Ambos sexos	1 de enero de 2020	378.390
1 año	Ambos sexos	1 de julio de 2019	388.393,5
1 año	Ambos sexos	1 de enero de 2019	398.493
1 año	Ambos sexos	1 de julio de 2018	407.012,046622
1 año	Ambos sexos	1 de enero de 2018	415.792,091955
1 año	Ambos sexos	1 de julio de 2017	419.289,63736
1 año	Ambos sexos	1 de enero de 2017	423.504,181555
1 año	Ambos sexos	1 de julio de 2016	425.949,580157
1 año	Ambos sexos	1 de enero de 2016	429.529,763916
1 año	Ambos sexos	1 de julio de 2015	427.400,094742
1 año	Ambos sexos	1 de enero de 2015	426.471,202165
1 año	Ambos sexos	1 de julio de 2014	439.186,295211
1 año	Ambos sexos	1 de enero de 2014	453.015,540414
1 año	Ambos sexos	1 de julio de 2013	463.723,10921
1 año	Ambos sexos	1 de enero de 2013	475.616,577598
1 año	Ambos sexos	1 de julio de 2012	479.271,012006
1 año	Ambos sexos	1 de enero de 2012	483.549,043415
1 año	Ambos sexos	1 de julio de 2011	489.164,967278
1 año	Ambos sexos	1 de enero de 2011	494.926,833428
1 año	Ambos sexos	1 de julio de 2010	507.759,861817
1 año	Ambos sexos	1 de enero de 2010	520.784,877541
1 año	Ambos sexos	1 de julio de 2009	509.792,229556
1 año	Ambos sexos	1 de enero de 2009	498.193,841201
1 año	Ambos sexos	1 de julio de 2008	494.391,640498
1 año	Ambos sexos	1 de enero de 2008	490.146,186718
1 año	Ambos sexos	1 de julio de 2007	482.021,51901
1 año	Ambos sexos	1 de enero de 2007	473.622,060533
1 año	Ambos sexos	1 de julio de 2006	467.434,045946
1 año	Ambos sexos	1 de enero de 2006	461.564,525693
1 año	Ambos sexos	1 de julio de 2005	454.878,994943
1 año	Ambos sexos	1 de enero de 2005	448.586,970603
1 año	Ambos sexos	1 de julio de 2004	436.812,553706
1 año	Ambos sexos	1 de enero de 2004	425.499,05443
1 año	Ambos sexos	1 de julio de 2003	421.911,801215
1 año	Ambos sexos	1 de enero de 2003	417.814,840944
1 año	Ambos sexos	1 de julio de 2002	408.471,781595
1 año	Ambos sexos	1 de enero de 2002	398.109,980946
1 año	Ambos sexos	1 de julio de 2001	388.998,053472
1 año	Ambos sexos	1 de enero de 2001	381.203,17647
1 año	Ambos sexos	1 de julio de 2000	374.462,462922
1 año	Ambos sexos	1 de enero de 2000	367.441,434781
1 año	Ambos sexos	1 de julio de 1999	366.870,895796
1 año	Ambos sexos	1 de enero de 1999	367.272,172416
1 año	Ambos sexos	1 de julio de 1998	364.473,046805
1 año	Ambos sexos	1 de enero de 1998	361.470,571428
1 año	Ambos sexos	1 de julio de 1997	362.665,970383
1 año	Ambos sexos	1 de enero de 1997	363.677,609756
1 año	Ambos sexos	1 de julio de 1996	366.253,726008
1 año	Ambos sexos	1 de enero de 1996	368.961,595742
1 año	Ambos sexos	1 de julio de 1995	376.818,138501
1 año	Ambos sexos	1 de enero de 1995	384.692,264152
1 año	Ambos sexos	1 de julio de 1994	390.607,611771
1 año	Ambos sexos	1 de enero de 1994	396.256,220338
1 año	Ambos sexos	1 de julio de 1993	394.071,723222
1 año	Ambos sexos	1 de enero de 1993	391.798,703125
1 año	Ambos sexos	1 de julio de 1992	391.398,125
1 año	Ambos sexos	1 de enero de 1992	390.591,734375
1 año	Ambos sexos	1 de julio de 1991	393.119,125
1 año	Ambos sexos	1 de enero de 1991	396.614,999999
1 año	Ambos sexos	1 de julio de 1990	400.057,631583
1 año	Ambos sexos	1 de enero de 1990	404.169,210533
1 año	Ambos sexos	1 de julio de 1989	411.597,27892
1 año	Ambos sexos	1 de enero de 1989	417.582,72
1 año	Ambos sexos	1 de julio de 1988	423.801,052287
1 año	Ambos sexos	1 de enero de 1988	429.817,451612
1 año	Ambos sexos	1 de julio de 1987	439.842,230172
1 año	Ambos sexos	1 de enero de 1987	449.343,297298
1 año	Ambos sexos	1 de julio de 1986	460.021,009738
1 año	Ambos sexos	1 de enero de 1986	469.655,837211
1 año	Ambos sexos	1 de julio de 1985	475.175,191495
1 año	Ambos sexos	1 de enero de 1985	480.765,204082
1 año	Ambos sexos	1 de julio de 1984	496.109,144713
1 año	Ambos sexos	1 de enero de 1984	511.275,109092
1 año	Ambos sexos	1 de julio de 1983	529.079,943198
1 año	Ambos sexos	1 de enero de 1983	547.894,36789
1 año	Ambos sexos	1 de julio de 1982	558.886,774456
1 año	Ambos sexos	1 de enero de 1982	569.350,624479
1 año	Ambos sexos	1 de julio de 1981	579.403,88798
1 año	Ambos sexos	1 de enero de 1981	589.396,338491
1 año	Ambos sexos	1 de julio de 1980	605.516,630226
1 año	Ambos sexos	1 de enero de 1980	621.850,500105
1 año	Ambos sexos	1 de julio de 1979	631.524,744588
1 año	Ambos sexos	1 de enero de 1979	641.008,14735
1 año	Ambos sexos	1 de julio de 1978	651.935,382112
1 año	Ambos sexos	1 de enero de 1978	662.489,091392
1 año	Ambos sexos	1 de julio de 1977	661.730,274578
1 año	Ambos sexos	1 de enero de 1977	659.460,514068
1 año	Ambos sexos	1 de julio de 1976	666.787,602356
1 año	Ambos sexos	1 de enero de 1976	675.749,559178
1 año	Ambos sexos	1 de julio de 1975	667.914,771781
1 año	Ambos sexos	1 de enero de 1975	658.989,789484
1 año	Ambos sexos	1 de julio de 1974	659.970,335072
1 año	Ambos sexos	1 de enero de 1974	659.007,421674
1 año	Ambos sexos	1 de julio de 1973	657.959,331106
1 año	Ambos sexos	1 de enero de 1973	655.773,86375
1 año	Ambos sexos	1 de julio de 1972	649.399,892654
1 año	Ambos sexos	1 de enero de 1972	640.492,875747
1 año	Ambos sexos	1 de julio de 1971	635.646,276848
1 año	Ambos sexos	1 de enero de 1971	628.824,62
1 año	Hombres	1 de julio de 2022	177.505,5
1 año	Hombres	1 de enero de 2022	176.812
1 año	Hombres	1 de julio de 2021	181.488
1 año	Hombres	1 de enero de 2021	186.851
1 año	Hombres	1 de julio de 2020	190.747,5
1 año	Hombres	1 de enero de 2020	194.438
1 año	Hombres	1 de julio de 2019	199.802,5
1 año	Hombres	1 de enero de 2019	205.202
1 año	Hombres	1 de julio de 2018	209.331,955753
1 año	Hombres	1 de enero de 2018	213.644,91083
1 año	Hombres	1 de julio de 2017	215.636,922184
1 año	Hombres	1 de enero de 2017	218.041,932954
1 año	Hombres	1 de julio de 2016	219.566,028067
1 año	Hombres	1 de enero de 2016	221.680,64216
1 año	Hombres	1 de julio de 2015	220.210,856745
1 año	Hombres	1 de enero de 2015	219.379,110831
1 año	Hombres	1 de julio de 2014	226.182,139122
1 año	Hombres	1 de enero de 2014	233.542,522148
1 año	Hombres	1 de julio de 2013	238.988,416838
1 año	Hombres	1 de enero de 2013	245.056,083478
1 año	Hombres	1 de julio de 2012	247.062,212673
1 año	Hombres	1 de enero de 2012	249.397,789999
1 año	Hombres	1 de julio de 2011	252.594,585533
1 año	Hombres	1 de enero de 2011	255.869,562331
1 año	Hombres	1 de julio de 2010	262.330,740186
1 año	Hombres	1 de enero de 2010	268.850,897451
1 año	Hombres	1 de julio de 2009	262.969,251795
1 año	Hombres	1 de enero de 2009	256.771,642376
1 año	Hombres	1 de julio de 2008	254.831,817906
1 año	Hombres	1 de enero de 2008	252.739,392005
1 año	Hombres	1 de julio de 2007	248.124,837449
1 año	Hombres	1 de enero de 2007	243.404,783033
1 año	Hombres	1 de julio de 2006	240.608,792211
1 año	Hombres	1 de enero de 2006	237.895,07935
1 año	Hombres	1 de julio de 2005	234.150,213204
1 año	Hombres	1 de enero de 2005	230.516,760991
1 año	Hombres	1 de julio de 2004	224.752,779936
1 año	Hombres	1 de enero de 2004	219.086,871628
1 año	Hombres	1 de julio de 2003	216.517,572263
1 año	Hombres	1 de enero de 2003	213.648,843573
1 año	Hombres	1 de julio de 2002	209.516,756205
1 año	Hombres	1 de enero de 2002	204.827,929794
1 año	Hombres	1 de julio de 2001	199.914,558822
1 año	Hombres	1 de enero de 2001	195.622,294118
1 año	Hombres	1 de julio de 2000	192.654,387472
1 año	Hombres	1 de enero de 2000	189.537,043477
1 año	Hombres	1 de julio de 1999	188.966,856819
1 año	Hombres	1 de enero de 1999	188.840,344828
1 año	Hombres	1 de julio de 1998	187.353,665027
1 año	Hombres	1 de enero de 1998	185.743,257141
1 año	Hombres	1 de julio de 1997	186.541,690941
1 año	Hombres	1 de enero de 1997	187.242,95122
1 año	Hombres	1 de julio de 1996	188.656,433841
1 año	Hombres	1 de enero de 1996	190.138,723402
1 año	Hombres	1 de julio de 1995	194.302,040145
1 año	Hombres	1 de enero de 1995	198.482,830189
1 año	Hombres	1 de julio de 1994	201.354,616408
1 año	Hombres	1 de enero de 1994	204.089,288136
1 año	Hombres	1 de julio de 1993	203.212,545536
1 año	Hombres	1 de enero de 1993	202.285,8125
1 año	Hombres	1 de julio de 1992	201.565,125
1 año	Hombres	1 de enero de 1992	200.587,59375
1 año	Hombres	1 de julio de 1991	201.909,5625
1 año	Hombres	1 de enero de 1991	203.825,923075
1 año	Hombres	1 de julio de 1990	205.937,056683
1 año	Hombres	1 de enero de 1990	208.274,736844
1 año	Hombres	1 de julio de 1989	212.162,426302
1 año	Hombres	1 de enero de 1989	215.360,64
1 año	Hombres	1 de julio de 1988	218.456,949693
1 año	Hombres	1 de enero de 1988	221.447,935483
1 año	Hombres	1 de julio de 1987	226.803,104188
1 año	Hombres	1 de enero de 1987	231.816,405402
1 año	Hombres	1 de julio de 1986	237.663,236331
1 año	Hombres	1 de enero de 1986	243.031,534885
1 año	Hombres	1 de julio de 1985	245.695,509249
1 año	Hombres	1 de enero de 1985	248.321,693879
1 año	Hombres	1 de julio de 1984	256.782,055659
1 año	Hombres	1 de enero de 1984	265.222,272727
1 año	Hombres	1 de julio de 1983	274.460,930673
1 año	Hombres	1 de enero de 1983	284.204,172451
1 año	Hombres	1 de julio de 1982	288.515,683495
1 año	Hombres	1 de enero de 1982	292.418,242089
1 año	Hombres	1 de julio de 1981	297.858,730886
1 año	Hombres	1 de enero de 1981	303.339,456956
1 año	Hombres	1 de julio de 1980	312.272,809924
1 año	Hombres	1 de enero de 1980	321.229,968045
1 año	Hombres	1 de julio de 1979	325.812,122859
1 año	Hombres	1 de enero de 1979	330.289,8446
1 año	Hombres	1 de julio de 1978	335.750,872516
1 año	Hombres	1 de enero de 1978	340.928,827489
1 año	Hombres	1 de julio de 1977	340.987,685541
1 año	Hombres	1 de enero de 1977	340.320,096824
1 año	Hombres	1 de julio de 1976	343.397,327945
1 año	Hombres	1 de enero de 1976	347.124,627365
1 año	Hombres	1 de julio de 1975	343.142,268542
1 año	Hombres	1 de enero de 1975	338.579,768274
1 año	Hombres	1 de julio de 1974	338.893,22705
1 año	Hombres	1 de enero de 1974	338.232,96167
1 año	Hombres	1 de julio de 1973	337.955,948005
1 año	Hombres	1 de enero de 1973	336.914,180243
1 año	Hombres	1 de julio de 1972	333.456,847795
1 año	Hombres	1 de enero de 1972	328.667,954782
1 año	Hombres	1 de julio de 1971	326.225,310362
1 año	Hombres	1 de enero de 1971	322.690,37
1 año	Mujeres	1 de julio de 2022	167.842,5
1 año	Mujeres	1 de enero de 2022	168.406
1 año	Mujeres	1 de julio de 2021	172.109,5
1 año	Mujeres	1 de enero de 2021	176.491
1 año	Mujeres	1 de julio de 2020	180.382
1 año	Mujeres	1 de enero de 2020	183.952
1 año	Mujeres	1 de julio de 2019	188.591
1 año	Mujeres	1 de enero de 2019	193.291
1 año	Mujeres	1 de julio de 2018	197.680,090869
1 año	Mujeres	1 de enero de 2018	202.147,181125
1 año	Mujeres	1 de julio de 2017	203.652,715176
1 año	Mujeres	1 de enero de 2017	205.462,248601
1 año	Mujeres	1 de julio de 2016	206.383,55209
1 año	Mujeres	1 de enero de 2016	207.849,121756
1 año	Mujeres	1 de julio de 2015	207.189,237997
1 año	Mujeres	1 de enero de 2015	207.092,091334
1 año	Mujeres	1 de julio de 2014	213.004,156089
1 año	Mujeres	1 de enero de 2014	219.473,018266
1 año	Mujeres	1 de julio de 2013	224.734,692372
1 año	Mujeres	1 de enero de 2013	230.560,49412
1 año	Mujeres	1 de julio de 2012	232.208,799333
1 año	Mujeres	1 de enero de 2012	234.151,253416
1 año	Mujeres	1 de julio de 2011	236.570,381745
1 año	Mujeres	1 de enero de 2011	239.057,271097
1 año	Mujeres	1 de julio de 2010	245.429,121631
1 año	Mujeres	1 de enero de 2010	251.933,98009
1 año	Mujeres	1 de julio de 2009	246.822,977761
1 año	Mujeres	1 de enero de 2009	241.422,198825
1 año	Mujeres	1 de julio de 2008	239.559,822592
1 año	Mujeres	1 de enero de 2008	237.406,794713
1 año	Mujeres	1 de julio de 2007	233.896,681561
1 año	Mujeres	1 de enero de 2007	230.217,2775
1 año	Mujeres	1 de julio de 2006	226.825,253735
1 año	Mujeres	1 de enero de 2006	223.669,446343
1 año	Mujeres	1 de julio de 2005	220.728,781739
1 año	Mujeres	1 de enero de 2005	218.070,209612
1 año	Mujeres	1 de julio de 2004	212.059,77377
1 año	Mujeres	1 de enero de 2004	206.412,182802
1 año	Mujeres	1 de julio de 2003	205.394,228952
1 año	Mujeres	1 de enero de 2003	204.165,997371
1 año	Mujeres	1 de julio de 2002	198.955,02539
1 año	Mujeres	1 de enero de 2002	193.282,051152
1 año	Mujeres	1 de julio de 2001	189.083,49465
1 año	Mujeres	1 de enero de 2001	185.580,882352
1 año	Mujeres	1 de julio de 2000	181.808,07545
1 año	Mujeres	1 de enero de 2000	177.904,391304
1 año	Mujeres	1 de julio de 1999	177.904,038977
1 año	Mujeres	1 de enero de 1999	178.431,827588
1 año	Mujeres	1 de julio de 1998	177.119,381778
1 año	Mujeres	1 de enero de 1998	175.727,314287
1 año	Mujeres	1 de julio de 1997	176.124,279442
1 año	Mujeres	1 de enero de 1997	176.434,658536
1 año	Mujeres	1 de julio de 1996	177.597,292167
1 año	Mujeres	1 de enero de 1996	178.822,87234
1 año	Mujeres	1 de julio de 1995	182.516,098356
1 año	Mujeres	1 de enero de 1995	186.209,433963
1 año	Mujeres	1 de julio de 1994	189.252,995363
1 año	Mujeres	1 de enero de 1994	192.166,932202
1 año	Mujeres	1 de julio de 1993	190.859,177686
1 año	Mujeres	1 de enero de 1993	189.512,890625
1 año	Mujeres	1 de julio de 1992	189.833
1 año	Mujeres	1 de enero de 1992	190.004,140625
1 año	Mujeres	1 de julio de 1991	191.209,5625
1 año	Mujeres	1 de enero de 1991	192.789,076924
1 año	Mujeres	1 de julio de 1990	194.120,5749
1 año	Mujeres	1 de enero de 1990	195.894,473689
1 año	Mujeres	1 de julio de 1989	199.434,852618
1 año	Mujeres	1 de enero de 1989	202.222,08
1 año	Mujeres	1 de julio de 1988	205.344,102594
1 año	Mujeres	1 de enero de 1988	208.369,516129
1 año	Mujeres	1 de julio de 1987	213.039,125984
1 año	Mujeres	1 de enero de 1987	217.526,891896
1 año	Mujeres	1 de julio de 1986	222.357,773407
1 año	Mujeres	1 de enero de 1986	226.624,302326
1 año	Mujeres	1 de julio de 1985	229.479,682246
1 año	Mujeres	1 de enero de 1985	232.443,510203
1 año	Mujeres	1 de julio de 1984	239.327,089054
